"tcin","type","id","gtin","sort_by","search_term","category_id","url","customer_zipcode","page","max_page","delivery_type","include_out_of_stock","facets","reviewer_type","review_stars","review_media_type","store_stock_zipcode","only_in_stock"
 "47846730","product",,,,,,,,,,,,,,,,,
 "78779125","product",,,,,,,,,,,,,,,,,
 "81858406","product",,,,,,,,,,,,,,,,,
 "77521863","product",,,,,,,,,,,,,,,,,
 "54532124","product",,,,,,,,,,,,,,,,,
 "89094439","product",,,,,,,,,,,,,,,,,
 "52163920","product",,,,,,,,,,,,,,,,,
 "14777815","product",,,,,,,,,,,,,,,,,
 "89221973","product",,,,,,,,,,,,,,,,,
 "14910221","product",,,,,,,,,,,,,,,,,
 "54149952","product",,,,,,,,,,,,,,,,,
 "47100862","product",,,,,,,,,,,,,,,,,
 "26390107","product",,,,,,,,,,,,,,,,,
 "84783782","product",,,,,,,,,,,,,,,,,
 "54360492","product",,,,,,,,,,,,,,,,,
 "54535942","product",,,,,,,,,,,,,,,,,
 "51302446","product",,,,,,,,,,,,,,,,,
 "14756360","product",,,,,,,,,,,,,,,,,
 "84631962","product",,,,,,,,,,,,,,,,,
 "78784283","product",,,,,,,,,,,,,,,,,
 "87545403","product",,,,,,,,,,,,,,,,,
 "79362495","product",,,,,,,,,,,,,,,,,
 "13156094","product",,,,,,,,,,,,,,,,,
 "50255190","product",,,,,,,,,,,,,,,,,
 "85157267","product",,,,,,,,,,,,,,,,,
 "83064541","product",,,,,,,,,,,,,,,,,
 "52610338","product",,,,,,,,,,,,,,,,,
 "84632377","product",,,,,,,,,,,,,,,,,
 "89241903","product",,,,,,,,,,,,,,,,,
 "14909604","product",,,,,,,,,,,,,,,,,
 "83814222","product",,,,,,,,,,,,,,,,,
 "14759237","product",,,,,,,,,,,,,,,,,
 "54527740","product",,,,,,,,,,,,,,,,,
 "13369394","product",,,,,,,,,,,,,,,,,
 "54360495","product",,,,,,,,,,,,,,,,,
 "14912561","product",,,,,,,,,,,,,,,,,
 "54481489","product",,,,,,,,,,,,,,,,,
 "12958803","product",,,,,,,,,,,,,,,,,
 "51313308","product",,,,,,,,,,,,,,,,,
 "54633860","product",,,,,,,,,,,,,,,,,
 "54562054","product",,,,,,,,,,,,,,,,,
 "54556781","product",,,,,,,,,,,,,,,,,
 "13156219","product",,,,,,,,,,,,,,,,,
 "53131276","product",,,,,,,,,,,,,,,,,
 "78779144","product",,,,,,,,,,,,,,,,,
 "16823962","product",,,,,,,,,,,,,,,,,
 "77418171","product",,,,,,,,,,,,,,,,,
 "54555980","product",,,,,,,,,,,,,,,,,
 "54534575","product",,,,,,,,,,,,,,,,,
 "89404450","product",,,,,,,,,,,,,,,,,
 "13248969","product",,,,,,,,,,,,,,,,,
 "13307799","product",,,,,,,,,,,,,,,,,
 "85018337","product",,,,,,,,,,,,,,,,,
 "13204304","product",,,,,,,,,,,,,,,,,
 "14751842","product",,,,,,,,,,,,,,,,,
 "82439013","product",,,,,,,,,,,,,,,,,
 "89221955","product",,,,,,,,,,,,,,,,,
 "14769448","product",,,,,,,,,,,,,,,,,
 "14909445","product",,,,,,,,,,,,,,,,,
 "23985476","product",,,,,,,,,,,,,,,,,
 "52158897","product",,,,,,,,,,,,,,,,,
 "82868123","product",,,,,,,,,,,,,,,,,
 "78654032","product",,,,,,,,,,,,,,,,,
 "54481492","product",,,,,,,,,,,,,,,,,
 "79359691","product",,,,,,,,,,,,,,,,,
 "79692143","product",,,,,,,,,,,,,,,,,
 "81499540","product",,,,,,,,,,,,,,,,,
 "13319576","product",,,,,,,,,,,,,,,,,
 "79858162","product",,,,,,,,,,,,,,,,,
 "13330092","product",,,,,,,,,,,,,,,,,
 "89094414","product",,,,,,,,,,,,,,,,,
 "54360488","product",,,,,,,,,,,,,,,,,
 "76758643","product",,,,,,,,,,,,,,,,,
 "54534574","product",,,,,,,,,,,,,,,,,
 "15041074","product",,,,,,,,,,,,,,,,,
 "54550753","product",,,,,,,,,,,,,,,,,
 "54555557","product",,,,,,,,,,,,,,,,,
 "87579578","product",,,,,,,,,,,,,,,,,
 "53423804","product",,,,,,,,,,,,,,,,,
 "50557409","product",,,,,,,,,,,,,,,,,
 "54593328","product",,,,,,,,,,,,,,,,,
 "12935372","product",,,,,,,,,,,,,,,,,
 "16194960","product",,,,,,,,,,,,,,,,,
 "86740997","product",,,,,,,,,,,,,,,,,
 "50725778","product",,,,,,,,,,,,,,,,,
 "53081698","product",,,,,,,,,,,,,,,,,
 "13231233","product",,,,,,,,,,,,,,,,,
 "53307509","product",,,,,,,,,,,,,,,,,
 "52163924","product",,,,,,,,,,,,,,,,,
 "53519549","product",,,,,,,,,,,,,,,,,
 "51129790","product",,,,,,,,,,,,,,,,,
 "76833341","product",,,,,,,,,,,,,,,,,
 "85359192","product",,,,,,,,,,,,,,,,,
 "89194118","product",,,,,,,,,,,,,,,,,
 "78295110","product",,,,,,,,,,,,,,,,,
 "13192020","product",,,,,,,,,,,,,,,,,
 "78654135","product",,,,,,,,,,,,,,,,,
 "13349589","product",,,,,,,,,,,,,,,,,
 "26396467","product",,,,,,,,,,,,,,,,,
 "54557732","product",,,,,,,,,,,,,,,,,
 "14715976","product",,,,,,,,,,,,,,,,,
 "78654074","product",,,,,,,,,,,,,,,,,
 "89194119","product",,,,,,,,,,,,,,,,,
 "54481485","product",,,,,,,,,,,,,,,,,
 "16333418","product",,,,,,,,,,,,,,,,,
 "14772994","product",,,,,,,,,,,,,,,,,
 "53211643","product",,,,,,,,,,,,,,,,,
 "54601120","product",,,,,,,,,,,,,,,,,
 "26396461","product",,,,,,,,,,,,,,,,,
 "82073399","product",,,,,,,,,,,,,,,,,
 "79365223","product",,,,,,,,,,,,,,,,,
 "87909662","product",,,,,,,,,,,,,,,,,
 "15317967","product",,,,,,,,,,,,,,,,,
 "85814024","product",,,,,,,,,,,,,,,,,
 "13025988","product",,,,,,,,,,,,,,,,,
 "12953983","product",,,,,,,,,,,,,,,,,
 "87689369","product",,,,,,,,,,,,,,,,,
 "82206274","product",,,,,,,,,,,,,,,,,
 "79611227","product",,,,,,,,,,,,,,,,,
 "85910362","product",,,,,,,,,,,,,,,,,
 "84758045","product",,,,,,,,,,,,,,,,,
 "87085364","product",,,,,,,,,,,,,,,,,
 "79695732","product",,,,,,,,,,,,,,,,,
 "13190419","product",,,,,,,,,,,,,,,,,
 "79531548","product",,,,,,,,,,,,,,,,,
 "79547166","product",,,,,,,,,,,,,,,,,
 "78795231","product",,,,,,,,,,,,,,,,,
 "87147720","product",,,,,,,,,,,,,,,,,
 "81622778","product",,,,,,,,,,,,,,,,,
 "12954580","product",,,,,,,,,,,,,,,,,
 "47092170","product",,,,,,,,,,,,,,,,,
 "82296985","product",,,,,,,,,,,,,,,,,
 "51591715","product",,,,,,,,,,,,,,,,,
 "88083475","product",,,,,,,,,,,,,,,,,
 "79286420","product",,,,,,,,,,,,,,,,,
 "13156081","product",,,,,,,,,,,,,,,,,
 "54527746","product",,,,,,,,,,,,,,,,,
 "54527734","product",,,,,,,,,,,,,,,,,
 "82641017","product",,,,,,,,,,,,,,,,,
 "54483341","product",,,,,,,,,,,,,,,,,
 "50407933","product",,,,,,,,,,,,,,,,,
 "54602272","product",,,,,,,,,,,,,,,,,
 "53968508","product",,,,,,,,,,,,,,,,,
 "87925003","product",,,,,,,,,,,,,,,,,
 "89302941","product",,,,,,,,,,,,,,,,,
 "89094453","product",,,,,,,,,,,,,,,,,
 "86748848","product",,,,,,,,,,,,,,,,,
 "79314666","product",,,,,,,,,,,,,,,,,
 "54557908","product",,,,,,,,,,,,,,,,,
 "85069671","product",,,,,,,,,,,,,,,,,
 "78062844","product",,,,,,,,,,,,,,,,,
 "14599317","product",,,,,,,,,,,,,,,,,
 "89404424","product",,,,,,,,,,,,,,,,,
 "13249031","product",,,,,,,,,,,,,,,,,
 "14071890","product",,,,,,,,,,,,,,,,,
 "51633179","product",,,,,,,,,,,,,,,,,
 "81828130","product",,,,,,,,,,,,,,,,,
 "50618487","product",,,,,,,,,,,,,,,,,
 "79359684","product",,,,,,,,,,,,,,,,,
 "13391885","product",,,,,,,,,,,,,,,,,
 "13525954","product",,,,,,,,,,,,,,,,,
 "78795283","product",,,,,,,,,,,,,,,,,
 "87751280","product",,,,,,,,,,,,,,,,,
 "13373913","product",,,,,,,,,,,,,,,,,
 "78272386","product",,,,,,,,,,,,,,,,,
 "85645772","product",,,,,,,,,,,,,,,,,
 "50865543","product",,,,,,,,,,,,,,,,,
 "89825196","product",,,,,,,,,,,,,,,,,
 "53306119","product",,,,,,,,,,,,,,,,,
 "13025558","product",,,,,,,,,,,,,,,,,
 "53328400","product",,,,,,,,,,,,,,,,,
 "14820196","product",,,,,,,,,,,,,,,,,
 "13331320","product",,,,,,,,,,,,,,,,,
 "50631125","product",,,,,,,,,,,,,,,,,
 "15078351","product",,,,,,,,,,,,,,,,,
 "89297630","product",,,,,,,,,,,,,,,,,
 "14138207","product",,,,,,,,,,,,,,,,,
 "82327201","product",,,,,,,,,,,,,,,,,
 "13319404","product",,,,,,,,,,,,,,,,,
 "48637736","product",,,,,,,,,,,,,,,,,
 "12960567","product",,,,,,,,,,,,,,,,,
 "89094410","product",,,,,,,,,,,,,,,,,
 "84601385","product",,,,,,,,,,,,,,,,,
 "12943069","product",,,,,,,,,,,,,,,,,
 "15395618","product",,,,,,,,,,,,,,,,,
 "85762479","product",,,,,,,,,,,,,,,,,
 "54447830","product",,,,,,,,,,,,,,,,,
 "14528972","product",,,,,,,,,,,,,,,,,
 "26396457","product",,,,,,,,,,,,,,,,,
 "13026190","product",,,,,,,,,,,,,,,,,
 "79506920","product",,,,,,,,,,,,,,,,,
 "85756147","product",,,,,,,,,,,,,,,,,
 "14783276","product",,,,,,,,,,,,,,,,,
 "13474541","product",,,,,,,,,,,,,,,,,
 "12936024","product",,,,,,,,,,,,,,,,,
 "14774403","product",,,,,,,,,,,,,,,,,
 "15269754","product",,,,,,,,,,,,,,,,,
 "51248846","product",,,,,,,,,,,,,,,,,
 "77419040","product",,,,,,,,,,,,,,,,,
 "89221975","product",,,,,,,,,,,,,,,,,
 "52089423","product",,,,,,,,,,,,,,,,,
 "79500157","product",,,,,,,,,,,,,,,,,
 "79223072","product",,,,,,,,,,,,,,,,,
 "14755715","product",,,,,,,,,,,,,,,,,
 "85852156","product",,,,,,,,,,,,,,,,,
 "88882861","product",,,,,,,,,,,,,,,,,
 "81907833","product",,,,,,,,,,,,,,,,,
 "13458920","product",,,,,,,,,,,,,,,,,
 "15830712","product",,,,,,,,,,,,,,,,,
 "78402676","product",,,,,,,,,,,,,,,,,
 "14138208","product",,,,,,,,,,,,,,,,,
 "13022312","product",,,,,,,,,,,,,,,,,
 "50819092","product",,,,,,,,,,,,,,,,,
 "13108519","product",,,,,,,,,,,,,,,,,
 "77589816","product",,,,,,,,,,,,,,,,,
 "13012974","product",,,,,,,,,,,,,,,,,
 "50325179","product",,,,,,,,,,,,,,,,,
 "54556742","product",,,,,,,,,,,,,,,,,
 "79314655","product",,,,,,,,,,,,,,,,,
 "89969290","product",,,,,,,,,,,,,,,,,
 "13459026","product",,,,,,,,,,,,,,,,,
 "85814019","product",,,,,,,,,,,,,,,,,
 "81858404","product",,,,,,,,,,,,,,,,,
 "81461803","product",,,,,,,,,,,,,,,,,
 "53141086","product",,,,,,,,,,,,,,,,,
 "14776586","product",,,,,,,,,,,,,,,,,
 "85321677","product",,,,,,,,,,,,,,,,,
 "12989448","product",,,,,,,,,,,,,,,,,
 "83038997","product",,,,,,,,,,,,,,,,,
 "54600748","product",,,,,,,,,,,,,,,,,
 "14599789","product",,,,,,,,,,,,,,,,,
 "15121773","product",,,,,,,,,,,,,,,,,
 "13555157","product",,,,,,,,,,,,,,,,,
 "12942861","product",,,,,,,,,,,,,,,,,
 "77585120","product",,,,,,,,,,,,,,,,,
 "13595163","product",,,,,,,,,,,,,,,,,
 "53211764","product",,,,,,,,,,,,,,,,,
 "89094435","product",,,,,,,,,,,,,,,,,
 "79642039","product",,,,,,,,,,,,,,,,,
 "84397394","product",,,,,,,,,,,,,,,,,
 "14783299","product",,,,,,,,,,,,,,,,,
 "14847256","product",,,,,,,,,,,,,,,,,
 "14783277","product",,,,,,,,,,,,,,,,,
 "12935790","product",,,,,,,,,,,,,,,,,
 "77571857","product",,,,,,,,,,,,,,,,,
 "53211763","product",,,,,,,,,,,,,,,,,
 "16681621","product",,,,,,,,,,,,,,,,,
 "14599143","product",,,,,,,,,,,,,,,,,
 "76556962","product",,,,,,,,,,,,,,,,,
 "82138513","product",,,,,,,,,,,,,,,,,
 "14771430","product",,,,,,,,,,,,,,,,,
 "81827674","product",,,,,,,,,,,,,,,,,
 "14599142","product",,,,,,,,,,,,,,,,,
 "12921162","product",,,,,,,,,,,,,,,,,
 "15091646","product",,,,,,,,,,,,,,,,,
 "54532254","product",,,,,,,,,,,,,,,,,
 "14773525","product",,,,,,,,,,,,,,,,,
 "13346898","product",,,,,,,,,,,,,,,,,
 "14932045","product",,,,,,,,,,,,,,,,,
 "78295136","product",,,,,,,,,,,,,,,,,
 "47959978","product",,,,,,,,,,,,,,,,,
 "87925022","product",,,,,,,,,,,,,,,,,
 "14836496","product",,,,,,,,,,,,,,,,,
 "85693938","product",,,,,,,,,,,,,,,,,
 "47077963","product",,,,,,,,,,,,,,,,,
 "76727052","product",,,,,,,,,,,,,,,,,
 "80567192","product",,,,,,,,,,,,,,,,,
 "14774110","product",,,,,,,,,,,,,,,,,
 "78389972","product",,,,,,,,,,,,,,,,,
 "13207340","product",,,,,,,,,,,,,,,,,
 "13388903","product",,,,,,,,,,,,,,,,,
 "12954476","product",,,,,,,,,,,,,,,,,
 "50527613","product",,,,,,,,,,,,,,,,,
 "50704390","product",,,,,,,,,,,,,,,,,
 "54602345","product",,,,,,,,,,,,,,,,,
 "89969497","product",,,,,,,,,,,,,,,,,
 "81496383","product",,,,,,,,,,,,,,,,,
 "89259056","product",,,,,,,,,,,,,,,,,
 "12985826","product",,,,,,,,,,,,,,,,,
 "88039508","product",,,,,,,,,,,,,,,,,
 "54562474","product",,,,,,,,,,,,,,,,,
 "54527741","product",,,,,,,,,,,,,,,,,
 "16185647","product",,,,,,,,,,,,,,,,,
 "86795231","product",,,,,,,,,,,,,,,,,
 "78718140","product",,,,,,,,,,,,,,,,,
 "78638431","product",,,,,,,,,,,,,,,,,
 "54483336","product",,,,,,,,,,,,,,,,,
 "89718802","product",,,,,,,,,,,,,,,,,
 "53468661","product",,,,,,,,,,,,,,,,,
 "78780830","product",,,,,,,,,,,,,,,,,
 "85386976","product",,,,,,,,,,,,,,,,,
 "14624409","product",,,,,,,,,,,,,,,,,
 "12953464","product",,,,,,,,,,,,,,,,,
 "87083550","product",,,,,,,,,,,,,,,,,
 "54602291","product",,,,,,,,,,,,,,,,,
 "54579513","product",,,,,,,,,,,,,,,,,
 "53307663","product",,,,,,,,,,,,,,,,,
 "13278064","product",,,,,,,,,,,,,,,,,
 "82303736","product",,,,,,,,,,,,,,,,,
 "77553361","product",,,,,,,,,,,,,,,,,
 "14782754","product",,,,,,,,,,,,,,,,,
 "51592964","product",,,,,,,,,,,,,,,,,
 "85238917","product",,,,,,,,,,,,,,,,,
 "14847434","product",,,,,,,,,,,,,,,,,
 "77471302","product",,,,,,,,,,,,,,,,,
 "13055560","product",,,,,,,,,,,,,,,,,
 "12945293","product",,,,,,,,,,,,,,,,,
 "84386636","product",,,,,,,,,,,,,,,,,
 "86691383","product",,,,,,,,,,,,,,,,,
 "47091754","product",,,,,,,,,,,,,,,,,
 "53194798","product",,,,,,,,,,,,,,,,,
 "88151741","product",,,,,,,,,,,,,,,,,
 "89969533","product",,,,,,,,,,,,,,,,,
 "82259040","product",,,,,,,,,,,,,,,,,
 "23985475","product",,,,,,,,,,,,,,,,,
 "85386968","product",,,,,,,,,,,,,,,,,
 "79628828","product",,,,,,,,,,,,,,,,,
 "81624434","product",,,,,,,,,,,,,,,,,
 "82685270","product",,,,,,,,,,,,,,,,,
 "84636794","product",,,,,,,,,,,,,,,,,
 "78795275","product",,,,,,,,,,,,,,,,,
 "79500100","product",,,,,,,,,,,,,,,,,
 "85979296","product",,,,,,,,,,,,,,,,,
 "87938401","product",,,,,,,,,,,,,,,,,
 "79611229","product",,,,,,,,,,,,,,,,,
 "84654037","product",,,,,,,,,,,,,,,,,
 "88881250","product",,,,,,,,,,,,,,,,,
 "13347545","product",,,,,,,,,,,,,,,,,
 "79683344","product",,,,,,,,,,,,,,,,,
 "89282267","product",,,,,,,,,,,,,,,,,
 "13391652","product",,,,,,,,,,,,,,,,,
 "54498039","product",,,,,,,,,,,,,,,,,
 "13035259","product",,,,,,,,,,,,,,,,,
 "54541754","product",,,,,,,,,,,,,,,,,
 "15082317","product",,,,,,,,,,,,,,,,,
 "88449674","product",,,,,,,,,,,,,,,,,
 "15440081","product",,,,,,,,,,,,,,,,,
 "88013041","product",,,,,,,,,,,,,,,,,
 "79295754","product",,,,,,,,,,,,,,,,,
 "79507467","product",,,,,,,,,,,,,,,,,
 "14765806","product",,,,,,,,,,,,,,,,,
 "89282128","product",,,,,,,,,,,,,,,,,
 "88031755","product",,,,,,,,,,,,,,,,,
 "14836483","product",,,,,,,,,,,,,,,,,
 "78779175","product",,,,,,,,,,,,,,,,,
 "53188042","product",,,,,,,,,,,,,,,,,
 "88443580","product",,,,,,,,,,,,,,,,,
 "85376260","product",,,,,,,,,,,,,,,,,
 "89282094","product",,,,,,,,,,,,,,,,,
 "12935414","product",,,,,,,,,,,,,,,,,
 "89718627","product",,,,,,,,,,,,,,,,,
 "51487622","product",,,,,,,,,,,,,,,,,
 "12918877","product",,,,,,,,,,,,,,,,,
 "81461806","product",,,,,,,,,,,,,,,,,
 "81076751","product",,,,,,,,,,,,,,,,,
 "54498040","product",,,,,,,,,,,,,,,,,
 "24007595","product",,,,,,,,,,,,,,,,,
 "84095713","product",,,,,,,,,,,,,,,,,
 "86906690","product",,,,,,,,,,,,,,,,,
 "13334000","product",,,,,,,,,,,,,,,,,
 "78295194","product",,,,,,,,,,,,,,,,,
 "54602331","product",,,,,,,,,,,,,,,,,
 "78795284","product",,,,,,,,,,,,,,,,,
 "46778423","product",,,,,,,,,,,,,,,,,
 "78168298","product",,,,,,,,,,,,,,,,,
 "13257687","product",,,,,,,,,,,,,,,,,
 "78777846","product",,,,,,,,,,,,,,,,,
 "86012543","product",,,,,,,,,,,,,,,,,
 "87276200","product",,,,,,,,,,,,,,,,,
 "82320833","product",,,,,,,,,,,,,,,,,
 "14783295","product",,,,,,,,,,,,,,,,,
 "12954615","product",,,,,,,,,,,,,,,,,
 "54423169","product",,,,,,,,,,,,,,,,,
 "85386963","product",,,,,,,,,,,,,,,,,
 "89252927","product",,,,,,,,,,,,,,,,,
 "76633623","product",,,,,,,,,,,,,,,,,
 "86906876","product",,,,,,,,,,,,,,,,,
 "50624226","product",,,,,,,,,,,,,,,,,
 "84175051","product",,,,,,,,,,,,,,,,,
 "82641023","product",,,,,,,,,,,,,,,,,
 "82073397","product",,,,,,,,,,,,,,,,,
 "21538807","product",,,,,,,,,,,,,,,,,
 "89297515","product",,,,,,,,,,,,,,,,,
 "15121771","product",,,,,,,,,,,,,,,,,
 "13347725","product",,,,,,,,,,,,,,,,,
 "89281992","product",,,,,,,,,,,,,,,,,
 "13192023","product",,,,,,,,,,,,,,,,,
 "14783297","product",,,,,,,,,,,,,,,,,
 "17078217","product",,,,,,,,,,,,,,,,,
 "80028926","product",,,,,,,,,,,,,,,,,
 "89718748","product",,,,,,,,,,,,,,,,,
 "14782751","product",,,,,,,,,,,,,,,,,
 "84654038","product",,,,,,,,,,,,,,,,,
 "52164684","product",,,,,,,,,,,,,,,,,
 "77640459","product",,,,,,,,,,,,,,,,,
 "77471300","product",,,,,,,,,,,,,,,,,
 "16697396","product",,,,,,,,,,,,,,,,,
 "89094429","product",,,,,,,,,,,,,,,,,
 "53336169","product",,,,,,,,,,,,,,,,,
 "79500577","product",,,,,,,,,,,,,,,,,
 "85157265","product",,,,,,,,,,,,,,,,,
 "89718690","product",,,,,,,,,,,,,,,,,
 "54423001","product",,,,,,,,,,,,,,,,,
 "78471298","product",,,,,,,,,,,,,,,,,
 "54541756","product",,,,,,,,,,,,,,,,,
 "14836484","product",,,,,,,,,,,,,,,,,
 "78778993","product",,,,,,,,,,,,,,,,,
 "84092792","product",,,,,,,,,,,,,,,,,
 "79226808","product",,,,,,,,,,,,,,,,,
 "79519411","product",,,,,,,,,,,,,,,,,
 "90190819","product",,,,,,,,,,,,,,,,,
 "54599431","product",,,,,,,,,,,,,,,,,
 "77574734","product",,,,,,,,,,,,,,,,,
 "85851722","product",,,,,,,,,,,,,,,,,
 "13035361","product",,,,,,,,,,,,,,,,,
 "53196709","product",,,,,,,,,,,,,,,,,
 "47958910","product",,,,,,,,,,,,,,,,,
 "78206460","product",,,,,,,,,,,,,,,,,
 "79611230","product",,,,,,,,,,,,,,,,,
 "54604438","product",,,,,,,,,,,,,,,,,
 "53838061","product",,,,,,,,,,,,,,,,,
 "53381638","product",,,,,,,,,,,,,,,,,
 "49132049","product",,,,,,,,,,,,,,,,,
 "13187425","product",,,,,,,,,,,,,,,,,
 "12935306","product",,,,,,,,,,,,,,,,,
 "14820197","product",,,,,,,,,,,,,,,,,
 "54557730","product",,,,,,,,,,,,,,,,,
 "14071621","product",,,,,,,,,,,,,,,,,
 "54284861","product",,,,,,,,,,,,,,,,,
 "13752683","product",,,,,,,,,,,,,,,,,
 "53440342","product",,,,,,,,,,,,,,,,,
 "89718700","product",,,,,,,,,,,,,,,,,
 "47087593","product",,,,,,,,,,,,,,,,,
 "54541752","product",,,,,,,,,,,,,,,,,
 "13055561","product",,,,,,,,,,,,,,,,,
 "16628110","product",,,,,,,,,,,,,,,,,
 "52446779","product",,,,,,,,,,,,,,,,,
 "14770672","product",,,,,,,,,,,,,,,,,
 "89252952","product",,,,,,,,,,,,,,,,,
 "84665618","product",,,,,,,,,,,,,,,,,
 "81880175","product",,,,,,,,,,,,,,,,,
 "54017673","product",,,,,,,,,,,,,,,,,
 "53081931","product",,,,,,,,,,,,,,,,,
 "47845361","product",,,,,,,,,,,,,,,,,
 "78638432","product",,,,,,,,,,,,,,,,,
 "54423006","product",,,,,,,,,,,,,,,,,
 "54540667","product",,,,,,,,,,,,,,,,,
 "89297685","product",,,,,,,,,,,,,,,,,
 "54548594","product",,,,,,,,,,,,,,,,,
 "46783692","product",,,,,,,,,,,,,,,,,
 "53134245","product",,,,,,,,,,,,,,,,,
 "13752690","product",,,,,,,,,,,,,,,,,
 "14782752","product",,,,,,,,,,,,,,,,,
 "54602286","product",,,,,,,,,,,,,,,,,
 "13347721","product",,,,,,,,,,,,,,,,,
 "89297578","product",,,,,,,,,,,,,,,,,
 "53934732","product",,,,,,,,,,,,,,,,,
 "89167822","product",,,,,,,,,,,,,,,,,
 "76727073","product",,,,,,,,,,,,,,,,,
 "14535421","product",,,,,,,,,,,,,,,,,
 "88174792","product",,,,,,,,,,,,,,,,,
 "81534602","product",,,,,,,,,,,,,,,,,
 "54557859","product",,,,,,,,,,,,,,,,,
 "87147490","product",,,,,,,,,,,,,,,,,
 "14376329","product",,,,,,,,,,,,,,,,,
 "77597065","product",,,,,,,,,,,,,,,,,
 "47088598","product",,,,,,,,,,,,,,,,,
 "14528796","product",,,,,,,,,,,,,,,,,
 "88103909","product",,,,,,,,,,,,,,,,,
 "85239694","product",,,,,,,,,,,,,,,,,
 "12959610","product",,,,,,,,,,,,,,,,,
 "15242309","product",,,,,,,,,,,,,,,,,
 "78804368","product",,,,,,,,,,,,,,,,,
 "13022346","product",,,,,,,,,,,,,,,,,
 "54567373","product",,,,,,,,,,,,,,,,,
 "13205930","product",,,,,,,,,,,,,,,,,
 "13376661","product",,,,,,,,,,,,,,,,,
 "85699145","product",,,,,,,,,,,,,,,,,
 "84728627","product",,,,,,,,,,,,,,,,,
 "14599912","product",,,,,,,,,,,,,,,,,
 "15314672","product",,,,,,,,,,,,,,,,,
 "13526042","product",,,,,,,,,,,,,,,,,
 "16972615","product",,,,,,,,,,,,,,,,,
 "77588028","product",,,,,,,,,,,,,,,,,
 "14528759","product",,,,,,,,,,,,,,,,,
 "81880171","product",,,,,,,,,,,,,,,,,
 "47100856","product",,,,,,,,,,,,,,,,,
 "17182523","product",,,,,,,,,,,,,,,,,
 "12935638","product",,,,,,,,,,,,,,,,,
 "54541757","product",,,,,,,,,,,,,,,,,
 "12935959","product",,,,,,,,,,,,,,,,,
 "84636795","product",,,,,,,,,,,,,,,,,
 "81549864","product",,,,,,,,,,,,,,,,,
 "53429345","product",,,,,,,,,,,,,,,,,
 "50037878","product",,,,,,,,,,,,,,,,,
 "13474535","product",,,,,,,,,,,,,,,,,
 "12921525","product",,,,,,,,,,,,,,,,,
 "14836497","product",,,,,,,,,,,,,,,,,
 "13428566","product",,,,,,,,,,,,,,,,,
 "54534577","product",,,,,,,,,,,,,,,,,
 "52070747","product",,,,,,,,,,,,,,,,,
 "15275592","product",,,,,,,,,,,,,,,,,
 "82080694","product",,,,,,,,,,,,,,,,,
 "12954582","product",,,,,,,,,,,,,,,,,
 "53499918","product",,,,,,,,,,,,,,,,,
 "14903445","product",,,,,,,,,,,,,,,,,
 "77588257","product",,,,,,,,,,,,,,,,,
 "82436818","product",,,,,,,,,,,,,,,,,
 "82552995","product",,,,,,,,,,,,,,,,,
 "52212699","product",,,,,,,,,,,,,,,,,
 "14624519","product",,,,,,,,,,,,,,,,,
 "81415375","product",,,,,,,,,,,,,,,,,
 "77588255","product",,,,,,,,,,,,,,,,,
 "54557736","product",,,,,,,,,,,,,,,,,
 "50326631","product",,,,,,,,,,,,,,,,,
 "14673133","product",,,,,,,,,,,,,,,,,
 "13333997","product",,,,,,,,,,,,,,,,,
 "14936867","product",,,,,,,,,,,,,,,,,
 "87094828","product",,,,,,,,,,,,,,,,,
 "54542251","product",,,,,,,,,,,,,,,,,
 "54518641","product",,,,,,,,,,,,,,,,,
 "54308659","product",,,,,,,,,,,,,,,,,
 "14783298","product",,,,,,,,,,,,,,,,,
 "54201522","product",,,,,,,,,,,,,,,,,
 "89282060","product",,,,,,,,,,,,,,,,,
 "85910385","product",,,,,,,,,,,,,,,,,
 "15314673","product",,,,,,,,,,,,,,,,,
 "88837937","product",,,,,,,,,,,,,,,,,
 "14528741","product",,,,,,,,,,,,,,,,,
 "85803807","product",,,,,,,,,,,,,,,,,
 "82798362","product",,,,,,,,,,,,,,,,,
 "81644371","product",,,,,,,,,,,,,,,,,
 "17093512","product",,,,,,,,,,,,,,,,,
 "85238876","product",,,,,,,,,,,,,,,,,
 "12959480","product",,,,,,,,,,,,,,,,,
 "14742184","product",,,,,,,,,,,,,,,,,
 "85658350","product",,,,,,,,,,,,,,,,,
 "89282395","product",,,,,,,,,,,,,,,,,
 "85850165","product",,,,,,,,,,,,,,,,,
 "79543511","product",,,,,,,,,,,,,,,,,
 "86226714","product",,,,,,,,,,,,,,,,,
 "77588260","product",,,,,,,,,,,,,,,,,
 "13032003","product",,,,,,,,,,,,,,,,,
 "14769439","product",,,,,,,,,,,,,,,,,
 "89282272","product",,,,,,,,,,,,,,,,,
 "53694055","product",,,,,,,,,,,,,,,,,
 "89282147","product",,,,,,,,,,,,,,,,,
 "17004538","product",,,,,,,,,,,,,,,,,
 "81880325","product",,,,,,,,,,,,,,,,,
 "52044742","product",,,,,,,,,,,,,,,,,
 "79500142","product",,,,,,,,,,,,,,,,,
 "80315568","product",,,,,,,,,,,,,,,,,
 "14783283","product",,,,,,,,,,,,,,,,,
 "52107962","product",,,,,,,,,,,,,,,,,
 "87276201","product",,,,,,,,,,,,,,,,,
 "14777929","product",,,,,,,,,,,,,,,,,
